1D	68.23	68.7985
1D	68.7985	68.7985
1D	69.367	68.7985
1D	69.935	68.7985
1D	70.503	71.6397
1D	71.0715	71.6397
1D	71.64	71.6397
1D	72.208	71.6397
1D	72.776	71.6397
1D	73.9135	75.0504
1D	74.4815	75.0504
1D	75.051	75.0504
1D	75.619	75.0504
1D	76.187	75.0504
1D	76.7555	77.7785
1D	77.324	77.7785
1D	77.892	77.7785
1D	78.46	77.7785
1D	78.461	77.7785
1D	79.5975	79.5975
1D	80.735	80.735
1D	81.872	81.872
1D	83.009	84.1457
1D	83.5775	84.1457
1D	84.146	84.1457
1D	84.714	84.1457
1D	85.282	84.1457
1D	85.8505	86.13475
1D	86.419	86.13475
1D	87.556	87.556
1D	88.693	89.2615
1D	89.2615	89.2615
1D	89.83	89.2615
1D	90.9685	91.25275
1D	91.537	91.25275
1D	93.244	93.8125
1D	93.8125	93.8125
1D	94.381	93.8125
1D	95.518	95.518
1D	96.655	97.223
1D	97.223	97.223
1D	97.791	97.223
1D	98.9285	98.9285
1D	100.066	100.066
1D	101.203	101.203
1D	102.34	103.4768
1D	102.909	103.4768
1D	103.477	103.4768
1D	104.045	103.4768
1D	104.613	103.4768
1D	106.899	106.899
1D	109.185	109.760666667
1D	109.761	109.760666667
1D	110.336	109.760666667
1D	111.473	111.473
1D	112.61	112.61
1D	113.747	113.747
1D	114.884	114.884
1D	116.021	117.1582
1D	116.59	117.1582
1D	117.158	117.1582
1D	117.727	117.1582
1D	118.295	117.1582
1D	118.864	120.0
1D	119.432	120.0
1D	120.0	120.0
1D	120.568	120.0
1D	121.136	120.0
1D	121.705	122.8412
1D	122.273	122.8412
1D	122.841	122.8412
1D	123.409	122.8412
1D	123.978	122.8412
1D	124.546	125.6826
1D	125.114	125.6826
1D	125.683	125.6826
1D	126.251	125.6826
1D	126.819	125.6826
1D	127.387	127.387
1D	128.524	128.524
1D	129.662	129.662
1D	130.799	130.799
1D	131.936	131.936
1D	133.643	133.643
1D	135.35	135.918333333
1D	135.918	135.918333333
1D	136.487	135.918333333
2A	0.0	0.5685
2A	0.5685	0.5685
2A	1.137	0.5685
2A	2.274	2.274
2A	3.411	3.979
2A	3.979	3.979
2A	4.547	3.979
2A	10.254	10.822
2A	10.822	10.822
2A	11.39	10.822
2A	13.0975	13.0975
2A	14.805	14.805
2A	16.512	16.512
2A	18.219	18.219
2A	19.3565	19.3565
2A	20.494	21.40225
2A	21.062	21.40225
2A	21.63	21.40225
2A	22.423	21.40225
2A	23.216	24.1285
2A	24.1285	24.1285
2A	25.041	24.1285
2A	29.599	29.599
2A	30.736	30.736
2A	31.873	33.0093
2A	32.441	33.0093
2A	33.009	33.0093
2A	33.5775	33.0093
2A	34.146	33.0093
2A	36.425	36.425
2A	38.704	39.8407
2A	39.2725	39.8407
2A	39.841	39.8407
2A	40.409	39.8407
2A	40.977	39.8407
2A	41.5455	41.82975
2A	42.114	41.82975
2A	48.975	48.975
2A	50.112	51.2486
2A	50.68	51.2486
2A	51.249	51.2486
2A	51.817	51.2486
2A	52.385	51.2486
2A	58.092	59.234
2A	58.66	59.234
2A	59.228	59.234
2A	59.811	59.234
2A	60.379	59.234
2A	60.97	61.83325
2A	61.53	61.83325
2A	62.121	61.83325
2A	62.712	61.83325
2A	64.428	64.428
2A	66.144	66.144
2A	68.4745	68.4745
2A	70.805	70.805
2A	71.9935	71.9935
2A	73.13	74.2346875
2A	73.182	74.2346875
2A	73.6985	74.2346875
2A	73.7505	74.2346875
2A	74.319	74.2346875
2A	74.887	74.2346875
2A	75.455	74.2346875
2A	75.4555	74.2346875
2A	76.0235	76.30775
2A	76.592	76.30775
2A	78.871	78.871
2A	81.15	82.2866666667
2A	81.7185	82.2866666667
2A	82.2865	82.2866666667
2A	82.287	82.2866666667
2A	82.855	82.2866666667
2A	83.423	82.2866666667
2A	83.9915	85.1282
2A	84.56	85.1282
2A	85.128	85.1282
2A	85.696	85.1282
2A	86.2655	85.1282
2A	86.8335	86.8335
2A	87.971	89.2966666667
2A	88.539	89.2966666667
2A	89.107	89.2966666667
2A	89.6755	89.2966666667
2A	90.2435	89.2966666667
2A	90.244	89.2966666667
2A	90.812	91.6076
2A	91.38	91.6076
2A	91.3805	91.6076
2A	91.9485	91.6076
2A	92.517	91.6076
2B	0.0	0.0
2B	2.279	2.279
2B	4.558	4.558
2B	5.695	5.695
2B	6.832	7.4005
2B	7.4005	7.4005
2B	7.969	7.4005
2B	9.106	9.106
2B	10.243	10.243
2B	11.9505	11.9505
2B	13.658	14.7943333333
2B	14.226	14.7943333333
2B	14.794	14.7943333333
2B	14.7945	14.7943333333
2B	15.3625	14.7943333333
2B	15.931	14.7943333333
2B	16.499	17.6355
2B	17.067	17.6355
2B	17.6355	17.6355
2B	18.204	17.6355
2B	18.772	17.6355
2B	19.34	19.34
2B	20.4775	20.4775
2B	21.615	22.183
2B	22.183	22.183
2B	22.751	22.183
2B	23.8885	23.8885
2B	25.026	25.594
2B	25.594	25.594
2B	26.162	25.594
2B	33.023	34.1596666667
2B	33.5915	34.1596666667
2B	34.1595	34.1596666667
2B	34.16	34.1596666667
2B	34.728	34.1596666667
2B	35.296	34.1596666667
2B	35.8645	37.001
2B	36.433	37.001
2B	37.001	37.001
2B	37.569	37.001
2B	38.1375	37.001
2B	38.706	39.274
2B	39.274	39.274
2B	39.842	39.274
2B	40.9795	40.9795
2B	42.117	42.117
2B	44.396	44.396
2B	46.675	46.675
2B	48.382	48.382
2B	50.089	51.3880714286
2B	50.6575	51.3880714286
2B	51.2255	51.3880714286
2B	51.226	51.3880714286
2B	51.794	51.3880714286
2B	52.362	51.3880714286
2B	52.3625	51.3880714286
2B	53.499	54.636
2B	54.0675	54.636
2B	54.636	54.636
2B	55.2045	54.636
2B	55.773	54.636
2B	56.3415	57.4784
2B	56.91	57.4784
2B	57.4785	57.4784
2B	58.047	57.4784
2B	58.615	57.4784
2B	59.184	60.4015714286
2B	59.752	60.4015714286
2B	60.32	60.4015714286
2B	60.3205	60.4015714286
2B	60.8885	60.4015714286
2B	60.889	60.4015714286
2B	61.457	60.4015714286
2B	62.0255	62.9725833333
2B	62.5935	62.9725833333
2B	62.594	62.9725833333
2B	63.162	62.9725833333
2B	63.73	62.9725833333
2B	63.7305	62.9725833333
2B	64.867	65.8145833333
2B	64.8675	65.8145833333
2B	65.4355	65.8145833333
2B	66.004	65.8145833333
2B	66.5725	65.8145833333
2B	67.141	65.8145833333
2B	67.709	68.6024285714
2B	67.7095	68.6024285714
2B	68.2775	68.6024285714
2B	68.278	68.6024285714
2B	68.846	68.6024285714
2B	69.414	68.6024285714
2B	69.983	68.6024285714
2B	70.551	71.4985833333
2B	70.5515	71.4985833333
2B	71.1195	71.4985833333
2B	71.688	71.4985833333
2B	72.2565	71.4985833333
2B	72.825	71.4985833333
2B	75.104	75.38825
2B	75.6725	75.38825
2B	77.383	77.9515
2B	77.9515	77.9515
2B	78.52	77.9515
2B	79.657	79.657
2B	80.794	80.794
2B	81.931	81.931
2B	83.068	83.6365
2B	83.6365	83.6365
2B	84.205	83.6365
2B	85.342	85.342
2B	86.479	86.479
2B	88.186	88.186
2B	89.893	90.4615
2B	90.4615	90.4615
2B	91.03	90.4615
2B	92.479	92.479
2B	93.928	93.928
2B	95.323	95.323
2B	96.718	97.8543
2B	97.286	97.8543
2B	97.854	97.8543
2B	98.4225	97.8543
2B	98.991	97.8543
2B	99.5595	100.6961
2B	100.128	100.6961
2B	100.696	100.6961
2B	101.264	100.6961
2B	101.833	100.6961
2B	102.401	102.401
2B	103.538	104.6748
2B	104.106	104.6748
2B	104.675	104.6748
2B	105.243	104.6748
2B	105.812	104.6748
2B	106.38	106.664
2B	106.948	106.664
2B	108.659	108.943
2B	109.227	108.943
2B	111.506	111.506
2D	0.0	1.1367
2D	0.5685	1.1367
2D	1.137	1.1367
2D	1.705	1.1367
2D	2.273	1.1367
2D	2.8415	3.693875
2D	3.41	3.693875
2D	3.978	3.693875
2D	4.546	3.693875
2D	5.6835	5.6835
2D	6.821	7.389
2D	7.389	7.389
2D	7.957	7.389
2D	9.094	10.231
2D	9.6625	10.231
2D	10.231	10.231
2D	10.7995	10.231
2D	11.368	10.231
2D	11.9365	12.22075
2D	12.505	12.22075
2D	13.642	13.642
2D	14.7795	14.7795
2D	15.917	15.917
2D	17.624	17.624
2D	19.331	20.3292
2D	19.899	20.3292
2D	20.467	20.3292
2D	20.6905	20.3292
2D	21.2585	20.3292
2D	22.05	22.05
2D	23.411	23.411
2D	24.772	24.772
2D	25.909	25.909
2D	27.046	27.6145
2D	27.6145	27.6145
2D	28.183	27.6145
2D	29.32	30.261
2D	30.065	30.261
2D	30.457	30.261
2D	31.202	30.261
2D	31.947	31.947
2D	32.907	32.907
2D	33.867	34.4355
2D	34.4355	34.4355
2D	35.004	34.4355
2D	36.141	36.141
2D	37.278	37.278
2D	38.415	38.415
2D	39.552	40.1205
2D	40.1205	40.1205
2D	40.689	40.1205
2D	42.396	42.68025
2D	42.9645	42.68025
2D	44.103	44.6715
2D	44.6715	44.6715
2D	45.24	44.6715
2D	46.377	46.377
2D	47.514	48.6507
2D	48.0825	48.6507
2D	48.651	48.6507
2D	49.219	48.6507
2D	49.787	48.6507
2D	50.9245	50.9245
2D	52.062	53.1983
2D	52.63	53.1983
2D	53.198	53.1983
2D	53.7665	53.1983
2D	54.335	53.1983
2D	55.472	55.472
2D	56.609	56.609
2D	57.746	57.746
2D	58.883	60.0197
2D	59.4515	60.0197
2D	60.02	60.0197
2D	60.588	60.0197
2D	61.156	60.0197
2D	61.7245	62.9425
2D	62.293	62.9425
2D	62.861	62.9425
2D	62.8615	62.9425
2D	63.4295	62.9425
2D	63.43	62.9425
2D	63.998	62.9425
2D	64.566	65.70275
2D	64.5665	65.70275
2D	65.1345	65.70275
2D	65.7025	65.70275
2D	65.703	65.70275
2D	66.271	65.70275
2D	66.839	65.70275
2D	66.8395	65.70275
2D	67.4075	67.692
2D	67.408	67.692
2D	67.976	67.692
2D	67.9765	67.692
2D	69.113	69.113
2D	70.25	71.5761666667
2D	70.8185	71.5761666667
2D	71.387	71.5761666667
2D	71.955	71.5761666667
2D	72.523	71.5761666667
2D	72.5235	71.5761666667
2D	73.0915	74.32275
2D	73.66	74.32275
2D	74.228	74.32275
2D	74.796	74.32275
2D	74.7965	74.32275
2D	75.3645	74.32275
2D	75.933	77.0693
2D	76.501	77.0693
2D	77.069	77.0693
2D	77.6375	77.0693
2D	78.206	77.0693
2D	78.7745	80.00575
2D	79.343	80.00575
2D	79.911	80.00575
2D	80.479	80.00575
2D	80.4795	80.00575
2D	81.0475	80.00575
2D	81.616	81.616
2D	82.753	83.89
2D	83.3215	83.89
2D	83.89	83.89
2D	84.4585	83.89
2D	85.027	83.89
3A	0.0	0.0
3A	2.279	2.279
3A	4.558	4.558
3A	6.837	6.837
3A	9.116	9.116
3A	10.2535	10.2535
3A	11.391	11.391
3A	12.528	12.528
3A	13.665	13.665
3A	15.372	15.372
3A	17.079	18.216
3A	17.6475	18.216
3A	18.216	18.216
3A	18.7845	18.216
3A	19.353	18.216
3A	20.49	20.49
3A	22.1975	22.1975
3A	23.905	23.905
3A	26.19	26.19
3A	28.475	29.0675
3A	29.0675	29.0675
3A	29.66	29.0675
3A	31.385	31.385
3A	32.848	33.8046
3A	33.11	33.8046
3A	33.678	33.8046
3A	34.246	33.8046
3A	35.141	33.8046
3A	36.036	37.251125
3A	36.8945	37.251125
3A	37.753	37.251125
3A	38.321	37.251125
3A	38.889	40.026
3A	39.4575	40.026
3A	40.026	40.026
3A	40.5945	40.026
3A	41.163	40.026
3A	42.3	42.3
3A	43.437	43.437
3A	44.574	44.574
3A	45.711	46.8477
3A	46.2795	46.8477
3A	46.848	46.8477
3A	47.416	46.8477
3A	47.984	46.8477
3A	49.1215	49.6903333333
3A	49.6905	49.6903333333
3A	50.259	49.6903333333
3A	51.396	52.695
3A	51.964	52.695
3A	52.5325	52.695
3A	52.533	52.695
3A	53.101	52.695
3A	53.669	52.695
3A	53.6695	52.695
3A	54.2375	55.2798333333
3A	54.806	55.2798333333
3A	54.8065	55.2798333333
3A	55.3745	55.2798333333
3A	55.943	55.2798333333
3A	56.5115	55.2798333333
3A	57.08	57.6485
3A	57.6485	57.6485
3A	58.217	57.6485
3A	59.3555	59.63975
3A	59.924	59.63975
3A	61.631	61.631
3A	62.7685	62.7685
3A	63.906	65.0423
3A	64.474	65.0423
3A	65.042	65.0423
3A	65.6105	65.0423
3A	66.179	65.0423
3A	66.747	67.8835
3A	67.315	67.8835
3A	67.8835	67.8835
3A	68.452	67.8835
3A	69.02	67.8835
3A	69.588	70.7247
3A	70.1565	70.7247
3A	70.725	70.7247
3A	71.293	70.7247
3A	71.861	70.7247
3A	73.5685	73.5685
3A	74.705	75.8435
3A	75.276	75.8435
3A	75.844	75.8435
3A	76.412	75.8435
3A	76.9805	75.8435
3A	77.549	77.549
3A	78.686	78.686
3A	79.823	79.823
3A	80.9605	82.0974
3A	81.5285	82.0974
3A	82.098	82.0974
3A	82.666	82.0974
3A	83.234	82.0974
3A	88.941	89.509
3A	89.509	89.509
3A	90.077	89.509
3A	91.214	91.214
3A	92.351	92.9195
3A	92.9195	92.9195
3A	93.488	92.9195
3A	95.195	95.195
3A	96.902	97.4705
3A	97.4705	97.4705
3A	98.039	97.4705
3A	106.062	106.63
3A	106.63	106.63
3A	107.198	106.63
3A	108.905	108.905
3A	110.613	111.7492
3A	111.181	111.7492
3A	111.749	111.7492
3A	112.317	111.7492
3A	112.886	111.7492
3A	113.454	114.5906
3A	114.022	114.5906
3A	114.591	114.5906
3A	115.159	114.5906
3A	115.727	114.5906
3A	116.295	116.295
3A	117.433	117.433
3A	118.57	119.7065
3A	119.138	119.7065
3A	119.706	119.7065
3A	119.707	119.7065
3A	120.275	119.7065
3A	120.843	119.7065
3A	121.411	121.695
3A	121.979	121.695
3A	123.117	123.117
3A	124.254	124.254
3A	128.812	129.9484
3A	129.38	129.9484
3A	129.948	129.9484
3A	130.517	129.9484
3A	131.085	129.9484
3A	131.653	131.937
3A	132.221	131.937
3A	133.928	133.928
3A	135.636	135.636
3A	137.343	137.343
3A	139.05	139.05
3A	142.465	143.033
3A	143.033	143.033
3A	143.601	143.033
3A	152.794	152.794
3A	153.931	153.931
3A	155.068	155.636666667
3A	155.637	155.636666667
3A	156.205	155.636666667
3A	163.066	163.634666667
3A	163.635	163.634666667
3A	164.203	163.634666667
3A	171.063	171.631333333
3A	171.631	171.631333333
3A	172.2	171.631333333
3B	0.0	0.5685
3B	0.5685	0.5685
3B	1.137	0.5685
3B	6.843	7.4115
3B	7.4115	7.4115
3B	7.98	7.4115
3B	9.687	9.687
3B	11.394	11.394
3B	12.531	12.531
3B	13.668	13.668
3B	14.8055	14.8055
3B	15.943	15.943
3B	17.08	17.08
3B	18.217	18.785
3B	18.785	18.785
3B	19.353	18.785
3B	20.4905	20.4905
3B	21.628	22.7643
3B	22.196	22.7643
3B	22.764	22.7643
3B	23.3325	22.7643
3B	23.901	22.7643
3B	25.038	25.038
3B	26.175	26.175
3B	29.0285	29.0285
3B	31.882	31.882
3B	33.019	33.019
3B	34.156	34.156
3B	35.293	35.293
3B	36.43	36.9985
3B	36.9985	36.9985
3B	37.567	36.9985
3B	38.704	39.841
3B	39.2725	39.841
3B	39.841	39.841
3B	40.4095	39.841
3B	40.978	39.841
3B	41.546	42.588
3B	42.114	42.588
3B	42.1145	42.588
3B	42.6825	42.588
3B	43.251	42.588
3B	43.82	42.588
3B	44.388	45.7144166667
3B	44.9565	45.7144166667
3B	45.525	45.7144166667
3B	46.0935	45.7144166667
3B	46.6615	45.7144166667
3B	46.662	45.7144166667
3B	47.23	48.2719166667
3B	47.798	48.2719166667
3B	47.7985	48.2719166667
3B	48.3665	48.2719166667
3B	48.935	48.2719166667
3B	49.5035	48.2719166667
3B	50.072	51.3984166667
3B	50.6405	51.3984166667
3B	51.209	51.3984166667
3B	51.7775	51.3984166667
3B	52.3455	51.3984166667
3B	52.346	51.3984166667
3B	52.914	54.0505
3B	53.482	54.0505
3B	53.4825	54.0505
3B	54.0505	54.0505
3B	54.6185	54.0505
3B	54.619	54.0505
3B	55.187	54.0505
3B	55.755	56.8916666667
3B	56.3235	56.8916666667
3B	56.8915	56.8916666667
3B	56.892	56.8916666667
3B	57.46	56.8916666667
3B	58.028	56.8916666667
3B	58.5975	58.8815
3B	59.1655	58.8815
3B	60.303	61.4393333333
3B	60.871	61.4393333333
3B	61.439	61.4393333333
3B	61.4395	61.4393333333
3B	62.0075	61.4393333333
3B	62.576	61.4393333333
3B	63.1465	63.1465
3B	64.283	64.283
3B	65.4195	66.65275
3B	65.99	66.65275
3B	66.5585	66.65275
3B	67.1265	66.65275
3B	67.127	66.65275
3B	67.695	66.65275
3B	68.263	69.3997
3B	68.8315	69.3997
3B	69.4	69.3997
3B	69.968	69.3997
3B	70.536	69.3997
3B	72.2435	72.2435
3B	73.951	75.0873333333
3B	74.519	75.0873333333
3B	75.087	75.0873333333
3B	75.0875	75.0873333333
3B	75.6555	75.0873333333
3B	76.224	75.0873333333
3B	76.7925	77.07675
3B	77.361	77.07675
3B	78.498	78.498
3B	79.635	79.635
3B	80.772	81.4865
3B	81.4865	81.4865
3B	82.201	81.4865
3B	85.908	85.908
3B	88.187	88.187
3B	90.466	91.6027
3B	91.0345	91.6027
3B	91.603	91.6027
3B	92.171	91.6027
3B	92.739	91.6027
3B	93.3075	93.59175
3B	93.876	93.59175
3B	104.238	104.825
3B	104.825	104.825
3B	105.412	104.825
3B	107.104	107.3975
3B	107.691	107.3975
3B	109.97	111.1062
3B	110.538	111.1062
3B	111.106	111.1062
3B	111.674	111.1062
3B	112.243	111.1062
3B	112.811	113.9478
3B	113.379	113.9478
3B	113.948	113.9478
3B	114.516	113.9478
3B	115.085	113.9478
3B	115.653	115.653
3B	117.36	117.36
3B	119.067	119.067
3B	120.204	120.204
3B	121.341	121.909333333
3B	121.909	121.909333333
3B	122.478	121.909333333
3D	0.0	0.5685
3D	0.5685	0.5685
3D	1.137	0.5685
3D	2.274	2.274
3D	3.411	4.54766666667
3D	3.9795	4.54766666667
3D	4.5475	4.54766666667
3D	4.548	4.54766666667
3D	5.116	4.54766666667
3D	5.684	4.54766666667
3D	6.2525	7.13225
3D	6.821	7.13225
3D	7.4255	7.13225
3D	8.03	7.13225
3D	9.2035	9.2035
3D	10.377	11.5133
3D	10.945	11.5133
3D	11.513	11.5133
3D	12.0815	11.5133
3D	12.65	11.5133
3D	13.218	14.3545
3D	13.786	14.3545
3D	14.3545	14.3545
3D	14.923	14.3545
3D	15.491	14.3545
3D	16.059	16.059
3D	17.1965	17.1965
3D	18.334	18.334
3D	19.471	19.471
3D	20.608	20.608
3D	21.745	21.745
3D	22.882	22.882
3D	30.905	30.905
3D	33.184	33.184
3D	35.463	36.5996666667
3D	36.0315	36.5996666667
3D	36.5995	36.5996666667
3D	36.6	36.5996666667
3D	37.168	36.5996666667
3D	37.736	36.5996666667
3D	38.3045	39.441
3D	38.873	39.441
3D	39.441	39.441
3D	40.009	39.441
3D	40.5775	39.441
3D	41.146	42.2823
3D	41.714	42.2823
3D	42.282	42.2823
3D	42.8505	42.2823
3D	43.419	42.2823
3D	43.9875	44.84025
3D	44.556	44.84025
3D	45.1245	44.84025
3D	45.693	44.84025
3D	46.83	46.83
3D	49.683	49.683
3D	52.536	53.673
3D	53.1045	53.673
3D	53.673	53.673
3D	54.2415	53.673
